algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,ate_difference,ate_relative_error,ate_synthetic,ate_test,dataset_name,intervention_values,intervention_variable,n_synthetic_samples,n_test_samples,target_variable
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,298,49,x0_0;x2_0,0.1589447868764399,0.21851814628782,0.5684309005737305,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,299,50,x0_0;x2_0,0.0729055987894535,0.1002310086071553,0.800281286239624,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,300,51,x0_0;x2_0,0.1559250937998295,0.2143666560349686,0.88330078125,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,301,52,x0_0;x2_0,0.1550101650655269,0.2131088070992832,0.5723655223846436,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,302,53,x0_0;x2_0,0.0429714334905146,0.059077357453549,0.6844042539596558,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,303,54,x0_0;x2_0,0.0170997368395329,0.0235088100063893,0.7444754242897034,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,304,55,x0_0;x2_0,0.2920258654057979,0.4014787274915666,0.4353498220443725,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,305,56,x0_0;x2_0,0.1277102244794368,0.1755767022226539,0.5996654629707336,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,306,57,x0_0;x2_0,0.3315202606618403,0.4557758341139928,0.3958554267883301,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,307,58,x0_0;x2_0,0.1826019870340824,0.2510421920674821,0.9099776744842528,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,308,59,x0_0;x2_0,0.2565743910372258,0.3527398502095283,0.9839500784873962,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,309,60,x0_0;x2_0,0.0663093937337397,0.0911625104850406,0.6610662937164307,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,310,61,x0_0;x2_0,0.2518028331696986,0.3461798868372936,0.4755728542804718,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,311,62,x0_0;x2_0,0.1481527102887629,0.2036811414581578,0.5792229771614075,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,312,63,x0_0;x2_0,0.2063161717951298,0.2836445805858251,0.9336918592453004,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,313,64,x0_0;x2_0,0.6228799087703227,0.8563386424886434,0.1044957786798477,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,314,65,x0_0;x2_0,0.25447142252326,0.3498486778068078,0.4729042649269104,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,315,66,x0_0;x2_0,0.2383520615994929,0.3276876938725306,0.4890236258506775,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,316,67,x0_0;x2_0,0.1722106324732304,0.2367561020315624,0.8995863199234009,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,317,68,x0_0;x2_0,0.4308562861979008,0.5923435353032982,1.1582319736480713,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,318,69,x0_0;x2_0,0.0912800444066523,0.1254922950843137,0.6360956430435181,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,319,70,x0_0;x2_0,0.2055074559748173,0.2825327537344941,0.9328831434249878,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,320,71,x0_0;x2_0,0.0213975893557072,0.0294175207185119,0.7487732768058777,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,321,72,x0_0;x2_0,0.5109996510446071,0.702525063541684,0.2163760364055633,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,322,73,x0_0;x2_0,0.5506282312572002,0.7570066483627438,0.1767474561929702,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,323,74,x0_0;x2_0,0.419213114887476,0.5763364408797271,1.1465888023376465,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,324,75,x0_0;x2_0,0.5176086140573024,0.7116111013715477,0.209767073392868,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,325,76,x0_0;x2_0,0.2259135855138301,0.3105872101743936,0.5014621019363403,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,326,77,x0_0;x2_0,0.1656022680699824,0.2276708871731806,0.561773419380188,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,327,78,x0_0;x2_0,0.1471066462099552,0.2022430069468509,0.8744823336601257,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,328,79,x0_0;x2_0,0.2614026678502559,0.3593777910925343,0.4659730195999145,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,329,80,x0_0;x2_0,0.0170873986780644,0.0234918474357654,0.7444630861282349,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,330,81,x0_0;x2_0,0.0287598954737187,0.0395392586938629,0.7561355829238892,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,331,82,x0_0;x2_0,0.0650547755658625,0.0894376546924648,0.6623209118843079,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,332,83,x0_0;x2_0,0.0494275676310063,0.06795328532945,0.7768032550811768,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,333,84,x0_0;x2_0,0.1917690647542476,0.2636451397303335,0.5356066226959229,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,334,85,x0_0;x2_0,0.6374188823401927,0.8763269014045231,0.0899568051099777,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,335,86,x0_0;x2_0,0.3132790339887141,0.4306976977563271,0.4140966534614563,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,336,87,x0_0;x2_0,0.3486710799634456,0.4793548725634738,0.3787046074867248,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,337,88,x0_0;x2_0,0.4412649584710597,0.6066534338230668,0.2861107289791107,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,338,89,x0_0;x2_0,0.1379023777544499,0.1895889292613963,0.8652780652046204,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,339,90,x0_0;x2_0,0.1074941741526127,0.1477835677041057,0.8348698616027832,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,340,91,x0_0;x2_0,0.1468238817751408,0.201854260883856,0.8741995692253113,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,341,92,x0_0;x2_0,0.2658358825147151,0.3654725984128064,0.4615398049354553,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,342,93,x0_0;x2_0,0.0662739289700984,0.091113753337595,0.661101758480072,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,343,94,x0_0;x2_0,0.0283244835436344,0.0389406520348879,0.7557001709938049,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,344,95,x0_0;x2_0,0.1148817552030085,0.1579400537921865,0.6124939322471619,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,345,96,x0_0;x2_0,0.12599915137887,0.1732243097381527,0.8533748388290405,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,346,97,x0_0;x2_0,0.0729656802713871,0.1003136089510632,0.8003413677215576,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,347,98,x0_0;x2_0,0.4462124122083186,0.6134552197813002,0.2811632752418518,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,348,99,x0_0;x2_0,0.2441202985346318,0.335617896977558,0.9714959859848022,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,100,349,100,x0_0;x2_0,0.162960468441248,0.2240389268611782,0.8903361558914185,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,375,1,x0_0;x2_0,0.4028568280637263,0.5538497299462246,0.3245188593864441,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,376,2,x0_0;x2_0,0.3060110224187373,0.4207055964318314,0.4213646650314331,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,377,3,x0_0;x2_0,0.0904886113703251,0.1244042286971877,0.8178642988204956,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,378,4,x0_0;x2_0,0.1551176892817021,0.2132566319689212,0.8824933767318726,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,379,5,x0_0;x2_0,0.5102749628722667,0.7015287583518848,0.2171007245779037,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,380,6,x0_0;x2_0,0.3669579339921474,0.5044957376545338,0.360417753458023,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,381,7,x0_0;x2_0,0.104948936611414,0.144284361468438,0.8323246240615845,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,382,8,x0_0;x2_0,0.220904470771551,0.3037006523354333,0.5064712166786194,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,383,9,x0_0;x2_0,0.1231937991678715,0.1693674964580268,0.850569486618042,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,384,10,x0_0;x2_0,0.0046119702756404,0.0063405614941678,0.72276371717453,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,385,11,x0_0;x2_0,0.0967376815378666,0.1329954839114605,0.8241133689880371,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,386,12,x0_0;x2_0,0.2681094122827052,0.3685982593432123,0.4592662751674652,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,387,13,x0_0;x2_0,0.0531581653058528,0.0730821310404253,0.6742175221443176,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,388,14,x0_0;x2_0,0.1467777503430842,0.2017908391434095,0.5805979371070862,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,389,15,x0_0;x2_0,0.0115085231363774,0.0158219793910362,0.7388842105865479,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,390,16,x0_0;x2_0,0.0054906023442744,0.0075485095790345,0.721885085105896,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,391,17,x0_0;x2_0,0.0591264975965022,0.0812874263144143,0.6682491898536682,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,392,18,x0_0;x2_0,0.0237814796864985,0.0326949059431241,0.7035942077636719,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,393,19,x0_0;x2_0,0.2214177263677119,0.3044062788844319,0.5059579610824585,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,394,20,x0_0;x2_0,0.095017968326807,0.1306312129566695,0.8223936557769775,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,395,21,x0_0;x2_0,0.1020053041875361,0.1402374398092926,0.6253703832626343,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,396,22,x0_0;x2_0,0.0439760101735591,0.0604584548704368,0.6833996772766113,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,397,23,x0_0;x2_0,0.0488689529001713,0.0671852987985925,0.7762446403503418,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,399,25,x0_0;x2_0,0.1010814321935176,0.1389672956321382,0.6262942552566528,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,400,26,x0_0;x2_0,0.0019523514211177,0.0026841032148898,0.7254233360290527,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,401,27,x0_0;x2_0,0.0739561902582646,0.101675367398544,0.8013318777084351,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,402,28,x0_0;x2_0,0.0306271897852421,0.0421064249378561,0.7580028772354126,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,403,29,x0_0;x2_0,0.0995582925379277,0.1368732750567058,0.8269339799880981,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,404,30,x0_0;x2_0,0.194124756962061,0.2668837580240949,0.9215004444122314,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,405,31,x0_0;x2_0,0.0307415736615657,0.042263680505092,0.6966341137886047,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,406,32,x0_0;x2_0,0.3601718532145024,0.4951661973705662,1.0875475406646729,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,407,33,x0_0;x2_0,0.1650148021280766,0.226863235842456,0.8923904895782471,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,408,34,x0_0;x2_0,0.1217488633692265,0.1673809909649572,0.849124550819397,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,409,35,x0_0;x2_0,0.0290843831598759,0.0399853661067938,0.7564600706100464,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,410,36,x0_0;x2_0,0.1302334679067134,0.1790456708324268,0.597142219543457,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,411,37,x0_0;x2_0,0.0662198675572871,0.091039429417035,0.6611558198928833,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,412,38,x0_0;x2_0,0.1029996288716792,0.1416044427230534,0.6243760585784912,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,413,39,x0_0;x2_0,0.0512746585309504,0.0704926758147427,0.67610102891922,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,414,40,x0_0;x2_0,0.2730492962300777,0.3753896383136715,0.4543263912200928,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,415,41,x0_0;x2_0,0.0343136178553105,0.0471745460390593,0.761689305305481,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,416,42,x0_0;x2_0,0.0621287239491938,0.0854149032214526,0.6652469635009766,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,417,43,x0_0;x2_0,0.2288506639897822,0.314625121430746,0.4985250234603882,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,419,45,x0_0;x2_0,0.1768510924875737,0.2431358313714452,0.904226779937744,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,420,46,x0_0;x2_0,0.2369427693784236,0.3257501913612635,0.4904329180717468,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,421,47,x0_0;x2_0,0.0817672001421452,0.112413985720064,0.8091428875923157,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,422,48,x0_0;x2_0,0.0609756124913691,0.0838295993987926,0.6664000749588013,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,423,49,x0_0;x2_0,0.1294832242429255,0.1780142318157918,0.5978924632072449,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,424,50,x0_0;x2_0,0.1781784308850764,0.2449606633261064,0.549197256565094,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,425,51,x0_0;x2_0,0.1872138393819331,0.2573825914338914,0.5401618480682373,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,426,52,x0_0;x2_0,0.0345247375071049,0.0474647944697355,0.7619004249572754,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,427,53,x0_0;x2_0,0.0397025929987431,0.0545833379967941,0.7670782804489136,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,428,54,x0_0;x2_0,0.099701224476099,0.1370697786526295,0.8270769119262695,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,429,55,x0_0;x2_0,0.3513824058473109,0.4830824179442796,0.3759932816028595,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,430,56,x0_0;x2_0,0.0587149871289729,0.0807216795144741,0.6686607003211975,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,431,57,x0_0;x2_0,0.2065802203714848,0.2840075959861344,0.9339559078216552,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,432,58,x0_0;x2_0,0.0559673322141169,0.0769441887868311,0.6714083552360535,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,433,59,x0_0;x2_0,0.1004675017893315,0.1381232608165971,0.827843189239502,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,434,60,x0_0;x2_0,0.1859490858614445,0.2556438015041342,0.913324773311615,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,435,61,x0_0;x2_0,0.1035886419713496,0.1424142210945785,0.6237870454788208,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,200,436,62,x0_0;x2_0,0.0479480637013911,0.0659192553843448,0.6794276237487793,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
