algorithm,column_order,actual_column_order,graph_structure,reordered_graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,ate_difference,ate_relative_error,ate_synthetic,ate_test,dataset_name,intervention_values,intervention_variable,n_synthetic_samples,n_test_samples,target_variable
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,301,72,action_insulin_U_per_min,221.97292567886385,96.96098756790695,-219.68362426757812,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,302,73,action_insulin_U_per_min,405.70867396987944,177.2194224709056,-403.41937255859375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,303,74,action_insulin_U_per_min,73.98723842300444,32.31869689952821,-71.69793701171875,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,304,75,action_insulin_U_per_min,194.8064522901919,85.09427868687109,-192.51715087890625,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,305,76,action_insulin_U_per_min,15.427179829254442,6.73881549768949,-13.13787841796875,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,306,77,action_insulin_U_per_min,39.30396030746431,17.16853888863453,41.59326171875,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,307,78,action_insulin_U_per_min,169.0024924119565,73.82273543309581,171.2917938232422,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,308,79,action_insulin_U_per_min,144.48064662612944,63.11123817679728,-142.19134521484375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,309,80,action_insulin_U_per_min,11.328404887542431,4.948411262796672,13.617706298828123,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,310,81,action_insulin_U_per_min,42.350697978362746,18.499398012679432,44.63999938964844,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,311,82,action_insulin_U_per_min,62.677968486175246,27.37864406023091,64.96726989746094,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,313,84,action_insulin_U_per_min,274.9840035597232,120.11699385852812,-272.6947021484375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,314,85,action_insulin_U_per_min,145.0489554246518,63.35948368772946,147.3382568359375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,315,86,action_insulin_U_per_min,35.17782069839507,15.366181370865837,-32.888519287109375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,316,87,action_insulin_U_per_min,44.61501552261382,19.48848469785271,-42.325714111328125,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,317,88,action_insulin_U_per_min,16.33635951675444,7.135958347913567,-14.04705810546875,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,318,89,action_insulin_U_per_min,73.60039760269194,32.14971922869576,-71.31109619140625,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,319,90,action_insulin_U_per_min,35.08075474105806,15.323781555420611,37.37005615234375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,320,91,action_insulin_U_per_min,136.8322806199643,59.770321175453304,139.12158203125,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,321,92,action_insulin_U_per_min,1.7893423875424332,0.781610660230853,4.078643798828125,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,322,93,action_insulin_U_per_min,84.2804665724185,36.81492797625362,-81.99116516113281,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,323,94,action_insulin_U_per_min,143.89508579574556,62.85545672858028,146.18438720703125,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,324,95,action_insulin_U_per_min,76.16485072769194,33.26990948077785,-73.87554931640625,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,325,96,action_insulin_U_per_min,201.3886465867612,87.96947644987453,203.67794799804688,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,327,98,action_insulin_U_per_min,20.11652134262056,8.78718776105718,22.40582275390625,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,329,100,action_insulin_U_per_min,128.26357509292632,56.02738654710057,-125.97427368164062,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,330,101,action_insulin_U_per_min,128.37859584487944,56.077629276776136,-126.08929443359376,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,331,102,action_insulin_U_per_min,187.7834420362857,82.02652613175339,-185.494140625,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,332,103,action_insulin_U_per_min,335.17791225112944,146.41056463722293,-332.88861083984375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,333,104,action_insulin_U_per_min,303.2503714402768,132.46415257743135,305.5396728515625,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,334,105,action_insulin_U_per_min,2.0867257276919418,0.9115120086000464,0.20257568359375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,335,106,action_insulin_U_per_min,65.87460850082368,28.774982698249385,68.16390991210938,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,337,108,action_insulin_U_per_min,26.736608012542433,11.678937461331016,29.025909423828125,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,50,338,109,action_insulin_U_per_min,193.65993739761385,84.59346438302883,-191.37063598632812,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,100,460,1,action_insulin_U_per_min,41.97368861831694,18.33471486602725,-39.68438720703125,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,100,462,3,action_insulin_U_per_min,256.44292689956694,112.01798314340196,-254.15362548828125,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,100,463,4,action_insulin_U_per_min,280.70672084487944,122.6167596197969,-278.41741943359375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,100,464,5,action_insulin_U_per_min,139.83907558120757,61.08373274564694,-137.54977416992188,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,100,465,6,action_insulin_U_per_min,108.59747837387056,47.43695078267621,110.88677978515624,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,100,466,7,action_insulin_U_per_min,130.6661429246518,57.07686295937264,132.9554443359375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
vanilla,original,"action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc",no_graph,no_reorder,0,0,0,100,468,9,action_insulin_U_per_min,59.63048793472319,26.04746043520507,-57.3411865234375,2.289301411285692,simglucose_static_scm,"0.634,2.652",action_insulin_U_per_min,2000,2000,subcut_glucose
