dataset,source,result_file,train_size,seed,repetition,noise_level,skeleton_recall,skeleton_precision,skeleton_shd,direction_precision,direction_recall,v_structure_precision,v_structure_recall,v_structure_f1,directed_edges,undirected_edges,skeleton_edges,v_structures
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,171,47,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,172,48,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,173,49,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,174,50,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,175,51,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,176,52,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,177,53,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,178,54,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,179,55,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,180,56,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,181,57,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,182,58,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,183,59,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,184,60,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,185,61,,0.3333333333333333,0.3333333333333333,4.0,0.0,0.0,,0.0,,2.0,1.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,186,62,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,187,63,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,188,64,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,189,65,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,190,66,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,191,67,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,193,69,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,194,70,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,195,71,,0.6666666666666666,0.6666666666666666,2.0,0.0,0.0,,0.0,,2.0,1.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,196,72,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,197,73,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,198,74,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,199,75,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,200,76,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,201,77,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,202,78,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,203,79,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,204,80,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,205,81,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,206,82,,0.3333333333333333,0.5,3.0,0.0,0.0,,0.0,,2.0,0.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,207,83,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,208,84,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,209,85,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,210,86,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,211,87,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,212,88,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,213,89,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,214,90,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,215,91,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,216,92,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,217,93,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,218,94,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,219,95,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,220,96,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,221,97,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,222,98,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,223,99,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,224,100,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,225,101,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,226,102,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,50,227,103,,0.6666666666666666,0.5,3.0,0.25,0.3333333333333333,,0.0,,4.0,0.0,4.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,250,1,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,251,2,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,252,3,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,253,4,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,254,5,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,255,6,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,256,7,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,257,8,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,258,9,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,259,10,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,260,11,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,261,12,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,262,13,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,263,14,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,264,15,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,265,16,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,266,17,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,267,18,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,268,19,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,269,20,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,270,21,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,271,22,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,272,23,,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,,0.0,,2.0,0.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,273,24,,1.0,0.6,2.0,0.0,0.0,,0.0,,4.0,1.0,5.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,274,25,,0.6666666666666666,0.5,3.0,0.25,0.3333333333333333,,0.0,,4.0,0.0,4.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,275,26,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,276,27,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,277,28,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,278,29,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,279,30,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,280,31,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,281,32,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,282,33,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,283,34,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,284,35,,1.0,1.0,0.0,0.0,0.0,,0.0,,3.0,0.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,285,36,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,286,37,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,287,38,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,288,39,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,289,40,,0.3333333333333333,0.5,3.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,290,41,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,291,42,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,292,43,,0.6666666666666666,1.0,1.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,293,44,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,294,45,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,295,46,,0.6666666666666666,0.6666666666666666,2.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,296,47,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,297,48,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,298,49,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,299,50,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,300,51,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,301,52,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,302,53,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,303,54,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,304,55,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,305,56,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_mixed_simpson,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_mixed_simpson_intervention_experiment_cleaned_reps_100.csv,100,306,57,,0.3333333333333333,1.0,2.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
