dataset,train_size,seed,method,correlation_matrix_difference,k_marginal_tvd,nnaa
csuite_mixed_confounding,500,720,random_order,0.453314622122165,0.1415454545454546,0.51725
csuite_mixed_confounding,500,721,random_order,0.3976037968595812,0.1472727272727272,0.52225
csuite_mixed_confounding,500,722,random_order,0.4403819553294605,0.140780303030303,0.53625
csuite_mixed_confounding,500,723,random_order,0.4623780357921852,0.1521136363636364,0.5137499999999999
csuite_mixed_confounding,500,724,random_order,0.4165886207447237,0.143530303030303,0.52
csuite_mixed_confounding,500,725,random_order,0.3218773330189088,0.1446590909090909,0.5305
csuite_mixed_confounding,500,726,random_order,0.5017842561012861,0.1491893939393939,0.52525
csuite_mixed_confounding,500,727,random_order,0.3689571076318073,0.144810606060606,0.5329999999999999
csuite_mixed_confounding,500,729,random_order,0.4467084169165717,0.148060606060606,0.5195000000000001
csuite_mixed_confounding,500,730,random_order,0.4261489865133829,0.1487878787878787,0.5217499999999999
csuite_mixed_confounding,500,731,random_order,0.4863099388808834,0.1414848484848484,0.53175
csuite_mixed_confounding,500,732,random_order,0.4229038489946426,0.1438787878787878,0.5205
csuite_mixed_confounding,500,733,random_order,0.4619258641991591,0.1493939393939394,0.536
csuite_mixed_confounding,500,735,random_order,0.4045268784183481,0.1440984848484849,0.53825
csuite_mixed_confounding,500,736,random_order,0.4161248591518993,0.1446818181818181,0.5405
csuite_mixed_confounding,500,738,random_order,0.4341464727161875,0.1445454545454545,0.534
csuite_mixed_confounding,500,739,random_order,0.4345580981651067,0.1440454545454546,0.5277499999999999
csuite_mixed_confounding,500,740,random_order,0.4610593455740263,0.1433560606060606,0.53025
csuite_mixed_simpson,100,250,random_order,0.2645294121422461,0.2014166666666666,0.5972500000000001
csuite_mixed_simpson,100,251,random_order,0.5223332667093561,0.1818333333333333,0.57375
csuite_mixed_simpson,100,252,random_order,0.0738600210797678,0.1733333333333333,0.57875
csuite_mixed_simpson,100,253,random_order,0.0696888859891549,0.1430833333333333,0.56725
csuite_mixed_simpson,100,254,random_order,0.1807160486789984,0.1196666666666666,0.5467500000000001
csuite_mixed_simpson,100,255,random_order,0.06727936677767,0.1570833333333333,0.58175
csuite_mixed_simpson,100,256,random_order,0.2218337070282701,0.1945833333333333,0.58175
csuite_mixed_simpson,100,257,random_order,0.1721190896437624,0.1841666666666666,0.5862499999999999
csuite_mixed_simpson,100,258,random_order,0.1407854909295198,0.2186666666666667,0.59425
csuite_mixed_simpson,100,259,random_order,0.2166257156386044,0.1571666666666666,0.5925
csuite_mixed_simpson,100,260,random_order,0.1172567336853305,0.159,0.55225
csuite_mixed_simpson,100,261,random_order,0.1771895754678672,0.1746666666666666,0.57025
csuite_mixed_simpson,100,262,random_order,0.1048581315276858,0.1528333333333333,0.56325
csuite_mixed_simpson,100,263,random_order,0.2727623714378857,0.1433333333333333,0.56175
csuite_mixed_simpson,100,264,random_order,0.3373359380551902,0.1729166666666667,0.599
csuite_mixed_simpson,100,265,random_order,0.2354060048505263,0.1749166666666667,0.56525
csuite_mixed_simpson,100,266,random_order,0.1406276399979708,0.1714166666666667,0.5585
csuite_mixed_simpson,100,267,random_order,0.5227864515272909,0.1584166666666666,0.583
csuite_mixed_simpson,100,268,random_order,0.0965228924522944,0.1403333333333333,0.5705
csuite_mixed_simpson,100,269,random_order,0.1489074443607697,0.1314166666666666,0.5627500000000001
csuite_mixed_simpson,100,270,random_order,0.1993856041367061,0.1688333333333333,0.56475
csuite_mixed_simpson,100,271,random_order,0.578783302979639,0.1759166666666667,0.594
csuite_mixed_simpson,100,272,random_order,0.0942494735153062,0.1456666666666667,0.5715
csuite_mixed_simpson,100,273,random_order,0.2470138047193698,0.1525833333333333,0.5842499999999999
csuite_mixed_simpson,100,274,random_order,0.2084547787897054,0.1794166666666666,0.56475
csuite_mixed_simpson,100,275,random_order,0.1487175432188917,0.1638333333333333,0.58925
csuite_mixed_simpson,100,276,random_order,0.239087548545267,0.1940833333333333,0.5905
csuite_mixed_simpson,100,277,random_order,0.2265901078862312,0.1953333333333333,0.5862499999999999
csuite_mixed_simpson,100,278,random_order,0.3172921688308454,0.1691666666666667,0.57975
csuite_mixed_simpson,100,279,random_order,0.3039437209141386,0.1388333333333333,0.5535
csuite_mixed_simpson,100,280,random_order,0.2797791248749404,0.1656666666666666,0.558
csuite_mixed_simpson,100,281,random_order,0.2874156112711498,0.199,0.57875
csuite_mixed_simpson,100,282,random_order,0.2921943872161018,0.1918333333333333,0.5885
csuite_mixed_simpson,100,283,random_order,0.2648182434743013,0.161,0.56725
csuite_mixed_simpson,100,284,random_order,0.2868921448096532,0.1329166666666666,0.57725
csuite_mixed_simpson,100,285,random_order,0.1003885057568578,0.1366666666666667,0.5602499999999999
csuite_mixed_simpson,100,286,random_order,0.1031104468005779,0.2166666666666666,0.592
csuite_mixed_simpson,100,287,random_order,0.0940232839743355,0.1634166666666666,0.57025
csuite_mixed_simpson,100,288,random_order,0.5069200334623968,0.1704999999999999,0.5800000000000001
csuite_mixed_simpson,100,289,random_order,0.417101392737075,0.1719166666666667,0.6054999999999999
csuite_mixed_simpson,100,290,random_order,0.4592714068322661,0.1919166666666667,0.58575
csuite_mixed_simpson,100,291,random_order,0.3016206231957916,0.1904166666666666,0.57125
csuite_mixed_simpson,100,292,random_order,0.3799849626173989,0.145,0.56075
csuite_mixed_simpson,100,293,random_order,0.3354036080934636,0.1235833333333333,0.57525
csuite_mixed_simpson,100,294,random_order,0.1274029188963265,0.1360833333333333,0.5694999999999999
csuite_mixed_simpson,100,295,random_order,0.111477979584567,0.1456666666666667,0.5862499999999999
csuite_mixed_simpson,100,296,random_order,0.1263955089477443,0.1850833333333333,0.5860000000000001
csuite_mixed_simpson,100,297,random_order,0.3497956489348442,0.1695833333333334,0.56975
csuite_mixed_simpson,100,298,random_order,0.282503433513251,0.1779166666666667,0.56925
csuite_mixed_simpson,100,299,random_order,0.1980790756853823,0.18,0.583
csuite_mixed_simpson,100,300,random_order,0.2126237253012123,0.19725,0.5822499999999999
csuite_mixed_simpson,100,301,random_order,0.3305801313738503,0.159,0.59175
csuite_mixed_simpson,100,302,random_order,0.3140437354555582,0.1494166666666666,0.57725
csuite_mixed_simpson,100,303,random_order,0.1851995826705021,0.20975,0.59625
csuite_mixed_simpson,100,304,random_order,0.3798191634864737,0.163,0.5665
csuite_mixed_simpson,100,305,random_order,0.3726975050548793,0.1519166666666666,0.5775
csuite_mixed_simpson,100,306,random_order,0.0689596307781625,0.1738333333333333,0.5742499999999999
csuite_mixed_simpson,100,307,random_order,0.2164382852052687,0.1453333333333333,0.59175
csuite_mixed_simpson,100,308,random_order,0.2507494681021756,0.1786666666666666,0.58325
csuite_mixed_simpson,100,309,random_order,0.0888890620091694,0.1640833333333333,0.5662499999999999
csuite_mixed_simpson,100,310,random_order,0.6253845692410458,0.1735,0.5842499999999999
csuite_mixed_simpson,100,311,random_order,0.1780032835458483,0.1823333333333333,0.58775
csuite_mixed_simpson,100,312,random_order,0.2351696538940522,0.1628333333333333,0.5589999999999999
csuite_mixed_simpson,100,313,random_order,0.5475228550871155,0.1775833333333333,0.5880000000000001
csuite_mixed_simpson,100,314,random_order,0.1267493141565278,0.15425,0.5865
csuite_mixed_simpson,100,315,random_order,0.1177507660332715,0.132,0.5565
csuite_mixed_simpson,100,316,random_order,0.456981096410722,0.1656666666666666,0.5642499999999999
csuite_mixed_simpson,100,317,random_order,0.6639069484043867,0.1855833333333333,0.59475
csuite_mixed_simpson,100,318,random_order,0.1287167543646895,0.1728333333333333,0.593
csuite_mixed_simpson,100,319,random_order,0.1772292849344826,0.1618333333333333,0.5855
csuite_mixed_simpson,100,320,random_order,0.0913303693751079,0.1361666666666666,0.5722499999999999
csuite_mixed_simpson,100,321,random_order,0.1051410038054013,0.14475,0.56375
csuite_mixed_simpson,100,322,random_order,0.0397001055248708,0.1421666666666666,0.56725
csuite_mixed_simpson,100,323,random_order,0.1385030739180315,0.142,0.5775
csuite_mixed_simpson,100,324,random_order,0.132223284295672,0.1564166666666666,0.5655
csuite_mixed_simpson,100,325,random_order,0.1106490814774484,0.1385,0.56225
csuite_mixed_simpson,100,326,random_order,0.4162819545844242,0.2075,0.5874999999999999
csuite_mixed_simpson,100,327,random_order,0.1435178058352875,0.145,0.57125
csuite_mixed_simpson,100,328,random_order,0.5385351854266108,0.1651666666666666,0.57875
csuite_mixed_simpson,100,329,random_order,0.2847861679887878,0.2024166666666666,0.58375
csuite_mixed_simpson,100,330,random_order,0.164095428220425,0.15675,0.57375
csuite_mixed_simpson,100,331,random_order,0.1625950123960666,0.1540833333333333,0.554
csuite_mixed_simpson,100,332,random_order,0.4776381484705196,0.166,0.55275
csuite_mixed_simpson,100,333,random_order,0.1878127635286671,0.1201666666666666,0.5640000000000001
csuite_mixed_simpson,100,334,random_order,0.4299785106673314,0.1901666666666666,0.5855
csuite_mixed_simpson,100,335,random_order,0.0782748250445798,0.1355,0.5685
csuite_mixed_simpson,100,336,random_order,0.3758869835861719,0.18025,0.5725
csuite_mixed_simpson,100,337,random_order,0.1443711716259418,0.1121666666666666,0.574
csuite_mixed_simpson,100,338,random_order,0.1078572292968823,0.1720833333333333,0.574
csuite_mixed_simpson,100,339,random_order,0.0310535748551598,0.1534166666666666,0.56575
csuite_mixed_simpson,100,340,random_order,0.1714087956752244,0.1463333333333333,0.57175
csuite_mixed_simpson,100,341,random_order,0.3269542748842877,0.1786666666666666,0.5680000000000001
csuite_mixed_simpson,100,342,random_order,0.2030889856741254,0.1663333333333333,0.5585
csuite_mixed_simpson,100,343,random_order,0.3661270942828352,0.14725,0.552
csuite_mixed_simpson,100,344,random_order,0.1611412701287036,0.1195833333333333,0.57575
csuite_mixed_simpson,100,345,random_order,0.0853041508318159,0.1275,0.5707500000000001
csuite_mixed_simpson,100,346,random_order,0.1617943505791095,0.1744166666666666,0.57875
csuite_mixed_simpson,100,347,random_order,0.147560106329345,0.1607499999999999,0.5862499999999999
csuite_mixed_simpson,100,348,random_order,0.3731086448313495,0.1271666666666666,0.563
csuite_mixed_simpson,100,349,random_order,0.2038483610204374,0.1349166666666666,0.5522499999999999
csuite_mixed_simpson,20,0,random_order,0.8520708907225657,0.2623333333333333,0.6465000000000001
csuite_mixed_simpson,20,1,random_order,0.1995013673902089,0.2145,0.649
csuite_mixed_simpson,20,2,random_order,0.7839558806504839,0.2163333333333333,0.65125
csuite_mixed_simpson,20,3,random_order,0.5013734619385534,0.2633333333333333,0.6617500000000001
csuite_mixed_simpson,20,4,random_order,0.3678831576702722,0.23725,0.63125
csuite_mixed_simpson,20,6,random_order,0.764011858945802,0.3424999999999999,0.65375
csuite_mixed_simpson,20,7,random_order,0.4088264773447821,0.245,0.694
csuite_mixed_simpson,20,8,random_order,0.2055886600969703,0.1681666666666667,0.6212500000000001
csuite_mixed_simpson,20,9,random_order,0.410088057728187,0.19075,0.6685000000000001
csuite_mixed_simpson,20,10,random_order,0.2154456967986381,0.2406666666666667,0.64425
csuite_mixed_simpson,20,11,random_order,0.9727918294131972,0.3640833333333333,0.70875
csuite_mixed_simpson,20,12,random_order,0.3675713883009383,0.32775,0.6925
csuite_mixed_simpson,20,13,random_order,0.1960612464769883,0.169,0.6327499999999999
csuite_mixed_simpson,20,15,random_order,0.4311096311644732,0.21925,0.6605000000000001
csuite_mixed_simpson,20,16,random_order,0.7836116857698989,0.2518333333333334,0.6675
csuite_mixed_simpson,20,17,random_order,0.2897457963099705,0.1895833333333333,0.6355
csuite_mixed_simpson,20,18,random_order,0.6433855302699861,0.2505833333333333,0.6619999999999999
csuite_mixed_simpson,20,19,random_order,0.2988590898247698,0.1825833333333333,0.64525
csuite_mixed_simpson,20,20,random_order,0.5070042787250812,0.217,0.6799999999999999
csuite_mixed_simpson,20,21,random_order,0.6983402582687965,0.2458333333333333,0.63325
csuite_mixed_simpson,20,22,random_order,0.5210347014631953,0.1806666666666666,0.64425
csuite_mixed_simpson,20,23,random_order,0.45457072171372,0.2383333333333333,0.6285000000000001
csuite_mixed_simpson,20,24,random_order,0.6253745578675298,0.1863333333333333,0.638
csuite_mixed_simpson,20,25,random_order,0.1102850528444064,0.1947499999999999,0.6407499999999999
csuite_mixed_simpson,20,27,random_order,0.6008441502813208,0.2461666666666666,0.63325
csuite_mixed_simpson,20,28,random_order,0.4042988074557785,0.237,0.65525
csuite_mixed_simpson,20,29,random_order,0.4464029098316001,0.20325,0.64525
csuite_mixed_simpson,20,30,random_order,1.0031648331346803,0.306,0.6972499999999999
csuite_mixed_simpson,20,31,random_order,0.843779630245494,0.2209166666666666,0.6655
csuite_mixed_simpson,20,32,random_order,1.0040856053880454,0.3469166666666667,0.6892499999999999
csuite_mixed_simpson,20,33,random_order,0.7445354220160396,0.326,0.69275
csuite_mixed_simpson,20,34,random_order,1.0058564443965148,0.2805,0.7032499999999999
csuite_mixed_simpson,20,35,random_order,0.8347851132211834,0.2493333333333333,0.66
csuite_mixed_simpson,20,36,random_order,0.9313617898837038,0.2435833333333333,0.66275
csuite_mixed_simpson,20,38,random_order,0.5952409611408563,0.1925,0.6485000000000001
csuite_mixed_simpson,20,39,random_order,0.3612189340772219,0.2265833333333333,0.62
csuite_mixed_simpson,20,40,random_order,0.6574266111301029,0.21375,0.63525
csuite_mixed_simpson,20,41,random_order,1.1017238654567936,0.30275,0.7045
csuite_mixed_simpson,20,42,random_order,0.5863216955098759,0.2520833333333334,0.6479999999999999
csuite_mixed_simpson,20,43,random_order,0.4103765993609036,0.22,0.64375
csuite_mixed_simpson,20,44,random_order,0.5648226587585409,0.2253333333333333,0.6345000000000001
csuite_mixed_simpson,20,45,random_order,0.576210045830331,0.2021666666666667,0.63175
csuite_mixed_simpson,20,46,random_order,0.3671345974931441,0.2405833333333333,0.63675
csuite_mixed_simpson,20,47,random_order,0.2460726159477319,0.22,0.6579999999999999
csuite_mixed_simpson,20,48,random_order,1.0863160392808495,0.2788333333333333,0.73475
csuite_mixed_simpson,20,49,random_order,0.4991027988557711,0.2205833333333333,0.64925
csuite_mixed_simpson,20,50,random_order,0.6425439239660375,0.2125,0.67625
csuite_mixed_simpson,20,51,random_order,1.0890579514663012,0.2911666666666666,0.6625000000000001
csuite_mixed_simpson,20,52,random_order,0.3651428765387232,0.20925,0.633
csuite_mixed_simpson,20,53,random_order,0.4549544015328677,0.27325,0.6852499999999999
csuite_mixed_simpson,20,54,random_order,0.792909464428724,0.2925,0.72275
csuite_mixed_simpson,20,55,random_order,0.6301125771182069,0.2095833333333333,0.6267499999999999
csuite_mixed_simpson,20,56,random_order,0.7220468635568884,0.3058333333333333,0.65825
csuite_mixed_simpson,20,57,random_order,0.6648272897031255,0.2656666666666666,0.639
csuite_mixed_simpson,20,58,random_order,0.7034396326116156,0.21575,0.63725
csuite_mixed_simpson,20,59,random_order,0.2943041217402993,0.2866666666666667,0.66025
csuite_mixed_simpson,20,60,random_order,0.6820320197700553,0.2471666666666666,0.66675
csuite_mixed_simpson,20,61,random_order,0.5280462412352662,0.18375,0.62
csuite_mixed_simpson,20,62,random_order,0.4006604608043914,0.28425,0.66025
csuite_mixed_simpson,20,63,random_order,0.3845950858452095,0.2068333333333333,0.63925
csuite_mixed_simpson,20,64,random_order,0.4721793325776441,0.2766666666666666,0.65625
csuite_mixed_simpson,20,65,random_order,0.5361204408261689,0.22675,0.66025
csuite_mixed_simpson,20,66,random_order,0.2436757335300647,0.3071666666666667,0.65825
csuite_mixed_simpson,20,67,random_order,0.8101090054708909,0.3343333333333333,0.70275
csuite_mixed_simpson,20,68,random_order,0.5889164105082361,0.2865,0.6439999999999999
csuite_mixed_simpson,20,69,random_order,0.5135196702565429,0.2374166666666666,0.64275
csuite_mixed_simpson,20,70,random_order,1.0848013572055917,0.3025833333333333,0.7175
csuite_mixed_simpson,20,71,random_order,0.3254891798388519,0.1598333333333333,0.59675
csuite_mixed_simpson,20,72,random_order,0.8317576557996814,0.4015833333333333,0.86225
csuite_mixed_simpson,20,73,random_order,0.8523975596650153,0.27925,0.6619999999999999
csuite_mixed_simpson,20,74,random_order,0.25911070536689,0.1965833333333333,0.641
csuite_mixed_simpson,20,75,random_order,0.4592852084847259,0.1903333333333333,0.6385000000000001
csuite_mixed_simpson,20,76,random_order,0.6321690124805494,0.2420833333333333,0.62425
csuite_mixed_simpson,20,77,random_order,0.2446546685839251,0.2833333333333333,0.654
csuite_mixed_simpson,20,78,random_order,0.6145273922705426,0.2994166666666666,0.6505000000000001
csuite_mixed_simpson,20,79,random_order,0.7458990690001241,0.3366666666666666,0.68425
csuite_mixed_simpson,20,80,random_order,0.2416273805469646,0.1868333333333333,0.6615
csuite_mixed_simpson,20,81,random_order,0.334594650931559,0.22025,0.6174999999999999
csuite_mixed_simpson,20,82,random_order,0.5182867623393864,0.2739166666666666,0.6752499999999999
csuite_mixed_simpson,20,83,random_order,1.0530618391704842,0.311,0.6645
csuite_mixed_simpson,20,84,random_order,0.8398168639536941,0.24,0.6575
csuite_mixed_simpson,20,85,random_order,0.333305400050948,0.2189166666666666,0.6775
csuite_mixed_simpson,20,86,random_order,0.9475046860574232,0.3278333333333333,0.6839999999999999
csuite_mixed_simpson,20,87,random_order,0.4887596581951718,0.2294166666666666,0.6455
csuite_mixed_simpson,20,88,random_order,0.4103056468670989,0.2239999999999999,0.6755
csuite_mixed_simpson,20,89,random_order,0.3851943976786076,0.2630833333333333,0.6617500000000001
csuite_mixed_simpson,20,90,random_order,0.6933132977522014,0.244,0.6445
csuite_mixed_simpson,20,91,random_order,1.0632418561782555,0.2888333333333333,0.6892499999999999
csuite_mixed_simpson,20,92,random_order,0.7832072863889002,0.2511666666666666,0.6719999999999999
csuite_mixed_simpson,20,93,random_order,0.1700064790349039,0.19125,0.61975
csuite_mixed_simpson,20,94,random_order,0.6099116927188657,0.2064166666666666,0.6545
csuite_mixed_simpson,20,95,random_order,0.2862068722633661,0.2575833333333333,0.66725
csuite_mixed_simpson,20,96,random_order,0.2054224100850284,0.2855833333333333,0.7055
csuite_mixed_simpson,20,97,random_order,0.3291506461611274,0.26025,0.6292500000000001
csuite_mixed_simpson,20,98,random_order,0.1611694307575576,0.19525,0.60975
csuite_mixed_simpson,20,99,random_order,0.2741713470972887,0.2493333333333333,0.6325000000000001
csuite_mixed_simpson,20,100,random_order,0.9508237767899648,0.2958333333333333,0.6395
csuite_mixed_simpson,20,101,random_order,0.5845783135231225,0.1954166666666666,0.59575
csuite_mixed_simpson,20,102,random_order,0.4312280753061838,0.214,0.62
csuite_mixed_simpson,20,103,random_order,0.2583582114594418,0.2468333333333333,0.6455
csuite_mixed_simpson,200,375,random_order,0.5213095524636676,0.17725,0.6100000000000001
csuite_mixed_simpson,200,376,random_order,0.1432546172096228,0.14425,0.56375
csuite_mixed_simpson,200,377,random_order,0.0524601317738975,0.1303333333333333,0.55925
csuite_mixed_simpson,200,378,random_order,0.3388378798960077,0.13875,0.54125
csuite_mixed_simpson,200,379,random_order,0.1698327528892979,0.1279166666666666,0.55375
csuite_mixed_simpson,200,380,random_order,0.1020494695611073,0.12525,0.5762499999999999
csuite_mixed_simpson,200,381,random_order,0.2084721564706932,0.1289166666666666,0.5355000000000001
csuite_mixed_simpson,200,382,random_order,0.3309309667044856,0.18925,0.5682499999999999
csuite_mixed_simpson,200,383,random_order,0.6643914094619021,0.1975,0.6285000000000001
csuite_mixed_simpson,200,384,random_order,0.0969748832786183,0.1469166666666666,0.5822499999999999
csuite_mixed_simpson,200,385,random_order,0.4827310656389908,0.1866666666666666,0.6054999999999999
csuite_mixed_simpson,200,386,random_order,0.2003335202706529,0.1065833333333333,0.53325
csuite_mixed_simpson,200,387,random_order,0.1233030370573006,0.134,0.55325
csuite_mixed_simpson,200,388,random_order,0.0953225925533631,0.1348333333333333,0.569
csuite_mixed_simpson,200,389,random_order,0.1755091870744309,0.1453333333333333,0.542
csuite_mixed_simpson,200,390,random_order,0.2148526605195449,0.1455833333333333,0.57875
csuite_mixed_simpson,200,391,random_order,0.0686767995408446,0.1247499999999999,0.53775
csuite_mixed_simpson,200,392,random_order,0.1712458928252901,0.13125,0.5455
csuite_mixed_simpson,200,393,random_order,0.5917171097759909,0.15475,0.60375
csuite_mixed_simpson,200,394,random_order,0.269341156339606,0.1449166666666666,0.55925
csuite_mixed_simpson,200,395,random_order,0.6305202213659381,0.1616666666666666,0.6060000000000001
csuite_mixed_simpson,200,396,random_order,0.097999638527851,0.1632499999999999,0.556
csuite_mixed_simpson,200,397,random_order,0.1797825132672159,0.1503333333333333,0.5365
csuite_mixed_simpson,200,399,random_order,0.0651381843907275,0.1154166666666666,0.5567500000000001
csuite_mixed_simpson,200,400,random_order,0.1510030289456303,0.1533333333333333,0.56075
csuite_mixed_simpson,200,401,random_order,0.085010874184047,0.14475,0.5785
csuite_mixed_simpson,200,402,random_order,0.2433328644321078,0.1355833333333333,0.541
csuite_mixed_simpson,200,403,random_order,0.1038330278704523,0.156,0.556
csuite_mixed_simpson,200,404,random_order,0.5121684297360305,0.209,0.61025
csuite_mixed_simpson,200,405,random_order,0.0432760274888014,0.1471666666666666,0.58875
csuite_mixed_simpson,200,406,random_order,0.6008135958262418,0.15175,0.6165
csuite_mixed_simpson,200,407,random_order,0.1808638963121505,0.1466666666666666,0.5525
csuite_mixed_simpson,200,408,random_order,0.1246339099166257,0.1136666666666666,0.55175
csuite_mixed_simpson,200,409,random_order,0.1181323516380536,0.145,0.5569999999999999
csuite_mixed_simpson,200,410,random_order,0.1369512189181939,0.1085833333333333,0.54725
csuite_mixed_simpson,200,411,random_order,0.0840766617668605,0.1550833333333333,0.595
csuite_mixed_simpson,200,412,random_order,0.2059704931829508,0.1535833333333333,0.5529999999999999
csuite_mixed_simpson,200,413,random_order,0.0890043715546891,0.15475,0.546
csuite_mixed_simpson,200,414,random_order,0.5949359536170227,0.1780833333333333,0.62075
csuite_mixed_simpson,200,415,random_order,0.1909820679105346,0.1268333333333333,0.587
csuite_mixed_simpson,200,416,random_order,0.6005669160105248,0.1716666666666666,0.6112500000000001
csuite_mixed_simpson,200,417,random_order,0.1813211958678399,0.121,0.55825
csuite_mixed_simpson,200,419,random_order,0.1854791222285265,0.1280833333333333,0.55325
csuite_mixed_simpson,200,420,random_order,0.0956723753947829,0.1464166666666666,0.5615
csuite_mixed_simpson,200,421,random_order,0.2631555549296476,0.12475,0.54625
csuite_mixed_simpson,200,422,random_order,0.0708741082933585,0.1448333333333333,0.58325
csuite_mixed_simpson,200,423,random_order,0.1665989657875003,0.1095,0.5407500000000001
csuite_mixed_simpson,200,424,random_order,0.1107437918868184,0.1486666666666666,0.53925
csuite_mixed_simpson,200,425,random_order,0.4982121498828104,0.1855833333333333,0.617
csuite_mixed_simpson,200,426,random_order,0.0591025716699987,0.1393333333333333,0.58675
csuite_mixed_simpson,200,427,random_order,0.4486550895094461,0.1685833333333333,0.6212500000000001
csuite_mixed_simpson,200,428,random_order,0.1463789370046623,0.1309166666666666,0.552
csuite_mixed_simpson,200,429,random_order,0.0645760844607191,0.1443333333333333,0.5685
csuite_mixed_simpson,200,430,random_order,0.1132147055322248,0.1321666666666666,0.5582499999999999
csuite_mixed_simpson,200,431,random_order,0.1950327676801858,0.14,0.5940000000000001
csuite_mixed_simpson,200,432,random_order,0.1054472987600868,0.1271666666666666,0.57875
csuite_mixed_simpson,200,433,random_order,0.3240700382415365,0.1504166666666666,0.56175
csuite_mixed_simpson,200,434,random_order,0.067289457769707,0.1729166666666667,0.55325
csuite_mixed_simpson,200,435,random_order,0.7517585213747552,0.1759166666666667,0.6165
csuite_mixed_simpson,200,436,random_order,0.4502908705818936,0.1505833333333333,0.59975
csuite_mixed_simpson,200,437,random_order,0.5712455401133864,0.189,0.62625
csuite_mixed_simpson,200,438,random_order,0.2837555494424293,0.14,0.5565
csuite_mixed_simpson,200,439,random_order,0.2068186246262537,0.1143333333333333,0.55375
csuite_mixed_simpson,200,440,random_order,0.2232822044968891,0.1464166666666666,0.538
csuite_mixed_simpson,200,441,random_order,0.1397415021718355,0.1488333333333333,0.5527500000000001
csuite_mixed_simpson,200,442,random_order,0.2815883998384516,0.1438333333333333,0.5825
csuite_mixed_simpson,200,443,random_order,0.0640347885256053,0.1113333333333333,0.53575
csuite_mixed_simpson,200,444,random_order,0.0946138151100666,0.1618333333333333,0.55525
csuite_mixed_simpson,200,445,random_order,0.4385161766792707,0.16775,0.6000000000000001
csuite_mixed_simpson,200,446,random_order,0.068640034430634,0.1300833333333333,0.57075
csuite_mixed_simpson,200,447,random_order,0.5433111931296796,0.1696666666666666,0.60975
csuite_mixed_simpson,200,448,random_order,0.2538835909326207,0.1294166666666666,0.5527500000000001
csuite_mixed_simpson,200,449,random_order,0.0830119661980571,0.1265,0.556
csuite_mixed_simpson,200,450,random_order,0.0611451311962364,0.1403333333333333,0.54575
csuite_mixed_simpson,200,451,random_order,0.2419973528455624,0.1366666666666667,0.53325
csuite_mixed_simpson,200,452,random_order,0.1265762043952114,0.1325,0.59625
csuite_mixed_simpson,200,453,random_order,0.0691609788564315,0.11925,0.56325
csuite_mixed_simpson,200,454,random_order,0.0819203044292897,0.1613333333333333,0.5447500000000001
csuite_mixed_simpson,200,455,random_order,0.5188280059424666,0.1716666666666667,0.6212500000000001
csuite_mixed_simpson,200,456,random_order,0.1033117242455009,0.1315833333333333,0.5755
csuite_mixed_simpson,200,457,random_order,0.4893313843222894,0.1876666666666666,0.604
csuite_mixed_simpson,200,458,random_order,0.1601195211148941,0.12775,0.5445
csuite_mixed_simpson,200,459,random_order,0.1629150522059319,0.12825,0.5509999999999999
csuite_mixed_simpson,200,460,random_order,0.3101878955413734,0.134,0.533
csuite_mixed_simpson,200,461,random_order,0.0461920429115075,0.1393333333333333,0.5445
csuite_mixed_simpson,200,462,random_order,0.0811942677261625,0.1245,0.5707500000000001
csuite_mixed_simpson,200,463,random_order,0.0620571177092861,0.15175,0.5627500000000001
csuite_mixed_simpson,200,464,random_order,0.1192558986631914,0.11925,0.541
csuite_mixed_simpson,200,466,random_order,0.5325382818179797,0.1805833333333333,0.6152500000000001
csuite_mixed_simpson,200,467,random_order,0.1359383391646685,0.1315833333333333,0.56975
csuite_mixed_simpson,200,468,random_order,0.4697012361174019,0.1855833333333333,0.62375
csuite_mixed_simpson,200,469,random_order,0.0332984583906705,0.133,0.5635
csuite_mixed_simpson,200,470,random_order,0.0373178231897845,0.1154999999999999,0.55425
csuite_mixed_simpson,200,471,random_order,0.0775870323934821,0.1205,0.53575
csuite_mixed_simpson,200,472,random_order,0.2472411109141942,0.1543333333333333,0.56875
csuite_mixed_simpson,200,473,random_order,0.1353537342838445,0.1456666666666667,0.5885
csuite_mixed_simpson,200,474,random_order,0.1299748905150528,0.1301666666666666,0.5427500000000001
csuite_mixed_simpson,200,475,random_order,0.1021060999661889,0.1448333333333333,0.545
csuite_mixed_simpson,200,476,random_order,0.6555257233859639,0.1739166666666667,0.6174999999999999
csuite_mixed_simpson,200,477,random_order,0.1751940863694144,0.1810833333333333,0.5862499999999999
csuite_mixed_simpson,50,125,random_order,0.7498354684305755,0.2104166666666667,0.59675
csuite_mixed_simpson,50,126,random_order,0.3002142464284421,0.1646666666666666,0.56725
csuite_mixed_simpson,50,127,random_order,0.3443299188119115,0.1646666666666666,0.593
csuite_mixed_simpson,50,128,random_order,0.1958043251260947,0.2015,0.577
csuite_mixed_simpson,50,129,random_order,0.6746442083229577,0.2661666666666666,0.6415
csuite_mixed_simpson,50,130,random_order,0.2750280710463746,0.21625,0.62675
csuite_mixed_simpson,50,131,random_order,0.3581753050838266,0.2063333333333333,0.5795
csuite_mixed_simpson,50,132,random_order,0.2350315999517491,0.2015,0.6015
csuite_mixed_simpson,50,133,random_order,0.3654740278261585,0.1594166666666666,0.585
