source,dataset,condition,raw_condition,sample_size,repetition,n_preserved,fraction_preserved,n_triples_total,n_reference_independent,n_concordant,fraction_concordant,n_failed_reference,n_failed_synthetic,independence_test,triple_seed,reference_path,synthetic_path,status,excluded_columns
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,263,7,0.875,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s263.npz,synthetic_cpdag_discovered_original_ts100_s263.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,264,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s264.npz,synthetic_cpdag_discovered_original_ts100_s264.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,265,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s265.npz,synthetic_cpdag_discovered_original_ts100_s265.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,266,8,0.8,24,10,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s266.npz,synthetic_cpdag_discovered_original_ts100_s266.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,267,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s267.npz,synthetic_cpdag_discovered_original_ts100_s267.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,268,7,1.0,24,7,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s268.npz,synthetic_cpdag_discovered_original_ts100_s268.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,269,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s269.npz,synthetic_cpdag_discovered_original_ts100_s269.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,270,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s270.npz,synthetic_cpdag_discovered_original_ts100_s270.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,271,8,1.0,24,8,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s271.npz,synthetic_cpdag_discovered_original_ts100_s271.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,272,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s272.npz,synthetic_cpdag_discovered_original_ts100_s272.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,273,8,0.8,24,10,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s273.npz,synthetic_cpdag_discovered_original_ts100_s273.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,274,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s274.npz,synthetic_cpdag_discovered_original_ts100_s274.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,275,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s275.npz,synthetic_cpdag_discovered_original_ts100_s275.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,276,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s276.npz,synthetic_cpdag_discovered_original_ts100_s276.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,277,9,1.0,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s277.npz,synthetic_cpdag_discovered_original_ts100_s277.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,278,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s278.npz,synthetic_cpdag_discovered_original_ts100_s278.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,279,8,1.0,24,8,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s279.npz,synthetic_cpdag_discovered_original_ts100_s279.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,280,7,0.875,24,8,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s280.npz,synthetic_cpdag_discovered_original_ts100_s280.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,281,8,1.0,24,8,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s281.npz,synthetic_cpdag_discovered_original_ts100_s281.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,282,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s282.npz,synthetic_cpdag_discovered_original_ts100_s282.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,283,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s283.npz,synthetic_cpdag_discovered_original_ts100_s283.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,284,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s284.npz,synthetic_cpdag_discovered_original_ts100_s284.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,285,9,1.0,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s285.npz,synthetic_cpdag_discovered_original_ts100_s285.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,286,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s286.npz,synthetic_cpdag_discovered_original_ts100_s286.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,287,9,1.0,24,9,20,0.8333333333333334,0,0,gsq,135636707,train_ts100_s287.npz,synthetic_cpdag_discovered_original_ts100_s287.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,288,7,0.875,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s288.npz,synthetic_cpdag_discovered_original_ts100_s288.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,289,9,1.0,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s289.npz,synthetic_cpdag_discovered_original_ts100_s289.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,290,7,0.875,24,8,21,0.875,0,0,gsq,135636707,train_ts100_s290.npz,synthetic_cpdag_discovered_original_ts100_s290.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,291,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s291.npz,synthetic_cpdag_discovered_original_ts100_s291.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,292,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s292.npz,synthetic_cpdag_discovered_original_ts100_s292.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,293,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s293.npz,synthetic_cpdag_discovered_original_ts100_s293.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,294,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s294.npz,synthetic_cpdag_discovered_original_ts100_s294.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,295,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s295.npz,synthetic_cpdag_discovered_original_ts100_s295.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,296,9,0.9,24,10,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s296.npz,synthetic_cpdag_discovered_original_ts100_s296.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,297,8,0.8888888888888888,24,9,21,0.875,0,0,gsq,135636707,train_ts100_s297.npz,synthetic_cpdag_discovered_original_ts100_s297.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,298,10,1.0,24,10,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s298.npz,synthetic_cpdag_discovered_original_ts100_s298.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,299,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s299.npz,synthetic_cpdag_discovered_original_ts100_s299.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,300,8,1.0,24,8,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s300.npz,synthetic_cpdag_discovered_original_ts100_s300.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,301,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s301.npz,synthetic_cpdag_discovered_original_ts100_s301.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,302,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s302.npz,synthetic_cpdag_discovered_original_ts100_s302.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,303,6,0.75,24,8,21,0.875,0,0,gsq,135636707,train_ts100_s303.npz,synthetic_cpdag_discovered_original_ts100_s303.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,304,7,1.0,24,7,21,0.875,0,0,gsq,135636707,train_ts100_s304.npz,synthetic_cpdag_discovered_original_ts100_s304.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,305,5,1.0,24,5,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s305.npz,synthetic_cpdag_discovered_original_ts100_s305.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,306,8,0.8,24,10,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s306.npz,synthetic_cpdag_discovered_original_ts100_s306.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,307,9,1.0,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s307.npz,synthetic_cpdag_discovered_original_ts100_s307.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,308,8,0.8,24,10,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s308.npz,synthetic_cpdag_discovered_original_ts100_s308.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,309,7,0.7,24,10,21,0.875,0,0,gsq,135636707,train_ts100_s309.npz,synthetic_cpdag_discovered_original_ts100_s309.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,310,7,0.7,24,10,21,0.875,0,0,gsq,135636707,train_ts100_s310.npz,synthetic_cpdag_discovered_original_ts100_s310.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,311,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s311.npz,synthetic_cpdag_discovered_original_ts100_s311.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,312,7,0.875,24,8,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s312.npz,synthetic_cpdag_discovered_original_ts100_s312.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,313,9,1.0,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s313.npz,synthetic_cpdag_discovered_original_ts100_s313.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,314,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s314.npz,synthetic_cpdag_discovered_original_ts100_s314.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,315,9,1.0,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s315.npz,synthetic_cpdag_discovered_original_ts100_s315.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,316,8,0.8888888888888888,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s316.npz,synthetic_cpdag_discovered_original_ts100_s316.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,317,6,1.0,24,6,16,0.6666666666666666,0,0,gsq,135636707,train_ts100_s317.npz,synthetic_cpdag_discovered_original_ts100_s317.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,318,8,0.8,24,10,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s318.npz,synthetic_cpdag_discovered_original_ts100_s318.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,319,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s319.npz,synthetic_cpdag_discovered_original_ts100_s319.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,320,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s320.npz,synthetic_cpdag_discovered_original_ts100_s320.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,321,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s321.npz,synthetic_cpdag_discovered_original_ts100_s321.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,322,8,0.8888888888888888,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s322.npz,synthetic_cpdag_discovered_original_ts100_s322.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,323,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s323.npz,synthetic_cpdag_discovered_original_ts100_s323.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,324,6,0.6666666666666666,24,9,21,0.875,0,0,gsq,135636707,train_ts100_s324.npz,synthetic_cpdag_discovered_original_ts100_s324.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,325,9,1.0,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s325.npz,synthetic_cpdag_discovered_original_ts100_s325.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,326,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s326.npz,synthetic_cpdag_discovered_original_ts100_s326.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,327,7,0.7,24,10,21,0.875,0,0,gsq,135636707,train_ts100_s327.npz,synthetic_cpdag_discovered_original_ts100_s327.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,328,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s328.npz,synthetic_cpdag_discovered_original_ts100_s328.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,329,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s329.npz,synthetic_cpdag_discovered_original_ts100_s329.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,330,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s330.npz,synthetic_cpdag_discovered_original_ts100_s330.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,331,6,0.75,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s331.npz,synthetic_cpdag_discovered_original_ts100_s331.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,332,6,0.8571428571428571,24,7,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s332.npz,synthetic_cpdag_discovered_original_ts100_s332.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,333,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s333.npz,synthetic_cpdag_discovered_original_ts100_s333.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,334,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s334.npz,synthetic_cpdag_discovered_original_ts100_s334.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,335,6,0.75,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s335.npz,synthetic_cpdag_discovered_original_ts100_s335.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,336,8,0.8888888888888888,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s336.npz,synthetic_cpdag_discovered_original_ts100_s336.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,337,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s337.npz,synthetic_cpdag_discovered_original_ts100_s337.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,338,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s338.npz,synthetic_cpdag_discovered_original_ts100_s338.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,339,9,1.0,24,9,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s339.npz,synthetic_cpdag_discovered_original_ts100_s339.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,340,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s340.npz,synthetic_cpdag_discovered_original_ts100_s340.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,341,7,0.875,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s341.npz,synthetic_cpdag_discovered_original_ts100_s341.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,342,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s342.npz,synthetic_cpdag_discovered_original_ts100_s342.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,343,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts100_s343.npz,synthetic_cpdag_discovered_original_ts100_s343.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,344,6,0.75,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s344.npz,synthetic_cpdag_discovered_original_ts100_s344.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,345,7,0.875,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts100_s345.npz,synthetic_cpdag_discovered_original_ts100_s345.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,346,7,0.7777777777777778,24,9,21,0.875,0,0,gsq,135636707,train_ts100_s346.npz,synthetic_cpdag_discovered_original_ts100_s346.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,347,7,1.0,24,7,23,0.9583333333333334,0,0,gsq,135636707,train_ts100_s347.npz,synthetic_cpdag_discovered_original_ts100_s347.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,348,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s348.npz,synthetic_cpdag_discovered_original_ts100_s348.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,100,349,10,1.0,24,10,24,1.0,0,0,gsq,135636707,train_ts100_s349.npz,synthetic_cpdag_discovered_original_ts100_s349.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,375,6,0.75,24,8,21,0.875,0,0,gsq,135636707,train_ts200_s375.npz,synthetic_cpdag_discovered_original_ts200_s375.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,376,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts200_s376.npz,synthetic_cpdag_discovered_original_ts200_s376.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,377,7,1.0,24,7,21,0.875,0,0,gsq,135636707,train_ts200_s377.npz,synthetic_cpdag_discovered_original_ts200_s377.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,378,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts200_s378.npz,synthetic_cpdag_discovered_original_ts200_s378.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,379,6,1.0,24,6,24,1.0,0,0,gsq,135636707,train_ts200_s379.npz,synthetic_cpdag_discovered_original_ts200_s379.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,380,6,0.75,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts200_s380.npz,synthetic_cpdag_discovered_original_ts200_s380.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,381,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts200_s381.npz,synthetic_cpdag_discovered_original_ts200_s381.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,382,4,0.8,24,5,22,0.9166666666666666,0,0,gsq,135636707,train_ts200_s382.npz,synthetic_cpdag_discovered_original_ts200_s382.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,383,6,1.0,24,6,20,0.8333333333333334,0,0,gsq,135636707,train_ts200_s383.npz,synthetic_cpdag_discovered_original_ts200_s383.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,384,6,1.0,24,6,20,0.8333333333333334,0,0,gsq,135636707,train_ts200_s384.npz,synthetic_cpdag_discovered_original_ts200_s384.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,385,7,1.0,24,7,23,0.9583333333333334,0,0,gsq,135636707,train_ts200_s385.npz,synthetic_cpdag_discovered_original_ts200_s385.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,386,6,1.0,24,6,24,1.0,0,0,gsq,135636707,train_ts200_s386.npz,synthetic_cpdag_discovered_original_ts200_s386.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,387,6,1.0,24,6,24,1.0,0,0,gsq,135636707,train_ts200_s387.npz,synthetic_cpdag_discovered_original_ts200_s387.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,388,6,0.75,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts200_s388.npz,synthetic_cpdag_discovered_original_ts200_s388.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,389,7,0.875,24,8,23,0.9583333333333334,0,0,gsq,135636707,train_ts200_s389.npz,synthetic_cpdag_discovered_original_ts200_s389.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,390,5,0.8333333333333334,24,6,20,0.8333333333333334,0,0,gsq,135636707,train_ts200_s390.npz,synthetic_cpdag_discovered_original_ts200_s390.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,391,8,1.0,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts200_s391.npz,synthetic_cpdag_discovered_original_ts200_s391.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,392,6,0.75,24,8,20,0.8333333333333334,0,0,gsq,135636707,train_ts200_s392.npz,synthetic_cpdag_discovered_original_ts200_s392.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,393,6,1.0,24,6,23,0.9583333333333334,0,0,gsq,135636707,train_ts200_s393.npz,synthetic_cpdag_discovered_original_ts200_s393.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,394,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts200_s394.npz,synthetic_cpdag_discovered_original_ts200_s394.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,395,8,1.0,24,8,24,1.0,0,0,gsq,135636707,train_ts200_s395.npz,synthetic_cpdag_discovered_original_ts200_s395.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,396,6,1.0,24,6,24,1.0,0,0,gsq,135636707,train_ts200_s396.npz,synthetic_cpdag_discovered_original_ts200_s396.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,397,6,0.75,24,8,22,0.9166666666666666,0,0,gsq,135636707,train_ts200_s397.npz,synthetic_cpdag_discovered_original_ts200_s397.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,399,7,0.875,24,8,23,0.9583333333333334,0,0,gsq,135636707,train_ts200_s399.npz,synthetic_cpdag_discovered_original_ts200_s399.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,400,6,0.8571428571428571,24,7,21,0.875,0,0,gsq,135636707,train_ts200_s400.npz,synthetic_cpdag_discovered_original_ts200_s400.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,401,6,1.0,24,6,22,0.9166666666666666,0,0,gsq,135636707,train_ts200_s401.npz,synthetic_cpdag_discovered_original_ts200_s401.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,402,7,1.0,24,7,21,0.875,0,0,gsq,135636707,train_ts200_s402.npz,synthetic_cpdag_discovered_original_ts200_s402.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,403,7,1.0,24,7,23,0.9583333333333334,0,0,gsq,135636707,train_ts200_s403.npz,synthetic_cpdag_discovered_original_ts200_s403.npz,ok,
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,cpdag_discovered_original,200,404,4,0.6666666666666666,24,6,20,0.8333333333333334,0,0,gsq,135636707,train_ts200_s404.npz,synthetic_cpdag_discovered_original_ts200_s404.npz,ok,
