source,dataset,condition,sample_size,n_runs,median_fraction_preserved,q1_fraction_preserved,q3_fraction_preserved,median_fraction_concordant,median_n_reference_independent,median_n_triples_total
cleaned_interventional_archive,custom_scm,vanilla_original,200,100,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_original,500,100,0.6666666666666666,0.5277777777777778,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_original,1000,100,0.625,0.25,0.75,0.875,8.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_topological,20,100,0.9090909090909092,0.8888888888888888,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_topological,50,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_topological,100,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_topological,200,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_topological,500,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_topological,1000,100,0.75,0.6666666666666666,0.75,0.8333333333333334,8.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_discovered_original,20,100,0.9090909090909092,0.7272727272727273,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_discovered_original,50,100,0.7272727272727273,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_discovered_original,100,100,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_discovered_original,200,100,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_discovered_original,500,100,0.6666666666666666,0.4270833333333333,0.75,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_discovered_original,1000,100,0.6666666666666666,0.5,0.75,0.875,8.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_minimal_original,20,100,0.9090909090909092,0.8888888888888888,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_minimal_original,50,100,0.8888888888888888,0.7777777777777778,0.8939393939393939,0.9166666666666666,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_minimal_original,100,100,0.8888888888888888,0.8888888888888888,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_minimal_original,200,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_minimal_original,500,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,cpdag_minimal_original,1000,100,1.0,0.8888888888888888,1.0,1.0,8.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,dag_topological,20,100,0.9090909090909092,0.7272727272727273,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,dag_topological,50,100,0.8888888888888888,0.8888888888888888,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,dag_topological,100,100,0.8888888888888888,0.8888888888888888,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,dag_topological,200,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,dag_topological,500,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,dag_topological,1000,100,1.0,0.8888888888888888,1.0,1.0,8.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_original,20,100,0.9090909090909092,0.7272727272727273,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_original,50,100,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_original,100,100,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_original,200,100,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_original,500,100,0.6666666666666666,0.4444444444444444,0.75,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_original,1000,100,0.6666666666666666,0.4444444444444444,0.75,0.875,8.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_topological,20,100,0.9090909090909092,0.8888888888888888,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_topological,50,100,0.8888888888888888,0.8888888888888888,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_topological,100,100,0.8888888888888888,0.8888888888888888,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_topological,200,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_topological,500,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm_noise1e-2,vanilla_topological,1000,100,1.0,0.8888888888888888,1.0,1.0,8.0,24.0
cleaned_interventional_archive,simglucose,vanilla_original,20,100,1.0,1.0,1.0,0.995,199.0,200.0
cleaned_interventional_archive,simglucose,vanilla_original,50,100,0.9888578522656735,0.9790839947089947,0.99445211786372,0.935,183.0,200.0
cleaned_interventional_archive,simglucose,vanilla_original,100,100,0.9865771812080536,0.9740226447340312,0.9931738245094409,0.835,152.0,200.0
cleaned_interventional_archive,simglucose,vanilla_original,200,100,0.9421487603305784,0.9266793282686925,0.9576271186440678,0.795,122.0,200.0
cleaned_interventional_archive,simglucose,vanilla_original,500,100,0.9239130434782608,0.9097727272727273,0.946236559139785,0.8,93.0,200.0
cleaned_interventional_archive,simglucose,vanilla_original,1000,100,0.911578555472822,0.8873239436619719,0.9393939393939394,0.785,71.0,200.0
cleaned_interventional_archive,simglucose,vanilla_topological,20,100,1.0,1.0,1.0,0.995,199.0,200.0
cleaned_interventional_archive,simglucose,vanilla_topological,50,100,0.9827580511973575,0.9726775956284152,0.9889654544350677,0.94,183.0,200.0
cleaned_interventional_archive,simglucose,vanilla_topological,100,100,0.9732414533739038,0.9664429530201344,0.9801973769640306,0.8725,152.0,200.0
cleaned_interventional_archive,simglucose,vanilla_topological,200,100,0.92,0.9089015151515152,0.9376164958061509,0.89,122.0,200.0
cleaned_interventional_archive,simglucose,vanilla_topological,500,100,0.886480787253983,0.8681318681318682,0.9130434782608696,0.875,93.0,200.0
cleaned_interventional_archive,simglucose,vanilla_topological,1000,100,0.856203007518797,0.8327922077922079,0.8861167002012073,0.87,71.0,200.0
