algorithm,column_order,train_size,seed,directed_edges_from_graph_structure
dag,topological,200,371,3
dag,topological,200,372,3
dag,topological,200,373,3
dag,topological,200,374,3
dag,topological,200,375,3
dag,topological,200,376,3
dag,topological,200,377,3
dag,topological,200,378,3
dag,topological,200,379,3
dag,topological,200,380,3
dag,topological,200,381,3
dag,topological,200,382,3
dag,topological,200,383,3
dag,topological,200,384,3
dag,topological,200,385,3
dag,topological,200,386,3
dag,topological,200,387,3
dag,topological,200,388,3
dag,topological,200,390,3
dag,topological,200,391,3
dag,topological,200,392,3
dag,topological,200,393,3
dag,topological,200,394,3
dag,topological,200,395,3
dag,topological,200,396,3
dag,topological,200,397,3
dag,topological,200,398,3
dag,topological,200,399,3
dag,topological,200,400,3
dag,topological,200,401,3
dag,topological,200,402,3
dag,topological,200,403,3
dag,topological,200,404,3
dag,topological,200,405,3
dag,topological,200,406,3
dag,topological,200,407,3
dag,topological,200,408,3
dag,topological,200,409,3
dag,topological,200,410,3
dag,topological,200,411,3
dag,topological,200,412,3
dag,topological,200,413,3
dag,topological,200,414,3
dag,topological,200,415,3
dag,topological,200,416,3
dag,topological,200,417,3
dag,topological,200,418,3
dag,topological,200,419,3
dag,topological,200,420,3
dag,topological,200,421,3
dag,topological,200,422,3
dag,topological,200,423,3
dag,topological,200,424,3
dag,topological,200,425,3
dag,topological,200,426,3
dag,topological,200,427,3
dag,topological,200,428,3
dag,topological,200,429,3
dag,topological,200,430,3
dag,topological,200,431,3
dag,topological,200,432,3
dag,topological,200,433,3
dag,topological,200,434,3
dag,topological,200,435,3
dag,topological,200,436,3
dag,topological,200,437,3
dag,topological,200,438,3
dag,topological,200,439,3
dag,topological,200,440,3
dag,topological,200,441,3
dag,topological,200,442,3
dag,topological,200,443,3
dag,topological,200,444,3
dag,topological,200,445,3
dag,topological,200,446,3
dag,topological,200,447,3
dag,topological,200,448,3
dag,topological,200,449,3
dag,topological,200,450,3
dag,topological,200,451,3
dag,topological,200,452,3
dag,topological,200,453,3
dag,topological,200,454,3
dag,topological,200,455,3
dag,topological,200,456,3
dag,topological,200,457,3
dag,topological,200,458,3
dag,topological,200,459,3
dag,topological,200,460,3
cpdag_minimal,original,200,360,2
cpdag_minimal,original,200,361,2
cpdag_minimal,original,200,362,2
cpdag_minimal,original,200,363,2
cpdag_minimal,original,200,364,2
cpdag_minimal,original,200,365,2
cpdag_minimal,original,200,366,2
cpdag_minimal,original,200,367,2
cpdag_minimal,original,200,368,2
cpdag_minimal,original,200,369,2
cpdag_minimal,original,200,370,2
cpdag_minimal,original,200,371,2
cpdag_minimal,original,200,372,2
cpdag_minimal,original,200,373,2
cpdag_minimal,original,200,374,2
cpdag_minimal,original,200,375,2
cpdag_minimal,original,200,376,2
cpdag_minimal,original,200,377,2
cpdag_minimal,original,200,378,2
cpdag_minimal,original,200,379,2
cpdag_minimal,original,200,380,2
cpdag_minimal,original,200,381,2
cpdag_minimal,original,200,382,2
cpdag_minimal,original,200,383,2
cpdag_minimal,original,200,384,2
cpdag_minimal,original,200,385,2
cpdag_minimal,original,200,386,2
cpdag_minimal,original,200,387,2
cpdag_minimal,original,200,388,2
cpdag_minimal,original,200,390,2
cpdag_minimal,original,200,391,2
cpdag_minimal,original,200,392,2
cpdag_minimal,original,200,393,2
cpdag_minimal,original,200,394,2
cpdag_minimal,original,200,395,2
cpdag_minimal,original,200,396,2
cpdag_minimal,original,200,397,2
cpdag_minimal,original,200,398,2
cpdag_minimal,original,200,399,2
cpdag_minimal,original,200,400,2
cpdag_minimal,original,200,401,2
cpdag_minimal,original,200,402,2
cpdag_minimal,original,200,403,2
cpdag_minimal,original,200,404,2
cpdag_minimal,original,200,405,2
cpdag_minimal,original,200,406,2
cpdag_minimal,original,200,407,2
cpdag_minimal,original,200,408,2
cpdag_minimal,original,200,409,2
cpdag_minimal,original,200,410,2
cpdag_minimal,original,200,411,2
cpdag_minimal,original,200,412,2
cpdag_minimal,original,200,413,2
cpdag_minimal,original,200,414,2
cpdag_minimal,original,200,415,2
cpdag_minimal,original,200,416,2
cpdag_minimal,original,200,417,2
cpdag_minimal,original,200,418,2
cpdag_minimal,original,200,419,2
cpdag_minimal,original,200,420,2
cpdag_minimal,original,200,421,2
cpdag_minimal,original,200,422,2
cpdag_minimal,original,200,423,2
cpdag_minimal,original,200,424,2
cpdag_minimal,original,200,425,2
cpdag_minimal,original,200,426,2
cpdag_minimal,original,200,427,2
cpdag_minimal,original,200,428,2
cpdag_minimal,original,200,429,2
cpdag_minimal,original,200,430,2
cpdag_minimal,original,200,431,2
cpdag_minimal,original,200,432,2
cpdag_minimal,original,200,433,2
cpdag_minimal,original,200,434,2
cpdag_minimal,original,200,435,2
cpdag_minimal,original,200,436,2
cpdag_minimal,original,200,437,2
cpdag_minimal,original,200,438,2
cpdag_minimal,original,200,439,2
cpdag_minimal,original,200,440,2
cpdag_minimal,original,200,441,2
cpdag_minimal,original,200,442,2
cpdag_minimal,original,200,443,2
cpdag_minimal,original,200,444,2
cpdag_minimal,original,200,445,2
cpdag_minimal,original,200,446,2
cpdag_minimal,original,200,447,2
cpdag_minimal,original,200,448,2
cpdag_minimal,original,200,449,2
cpdag_minimal,original,200,450,2
cpdag_minimal,original,200,451,2
cpdag_minimal,original,200,452,2
cpdag_minimal,original,200,453,2
cpdag_minimal,original,200,454,2
cpdag_minimal,original,200,455,2
cpdag_minimal,original,200,456,2
cpdag_minimal,original,200,457,2
cpdag_minimal,original,200,458,2
cpdag_minimal,original,200,459,2
cpdag_minimal,original,200,460,2
cpdag_discovered,original,200,360,2
cpdag_discovered,original,200,361,0
cpdag_discovered,original,200,362,0
cpdag_discovered,original,200,363,2
cpdag_discovered,original,200,364,0
cpdag_discovered,original,200,365,0
cpdag_discovered,original,200,366,0
cpdag_discovered,original,200,367,0
cpdag_discovered,original,200,368,0
cpdag_discovered,original,200,369,2
cpdag_discovered,original,200,370,0
cpdag_discovered,original,200,371,0
cpdag_discovered,original,200,372,0
cpdag_discovered,original,200,373,0
cpdag_discovered,original,200,374,0
cpdag_discovered,original,200,375,0
cpdag_discovered,original,200,376,0
cpdag_discovered,original,200,377,0
cpdag_discovered,original,200,378,0
cpdag_discovered,original,200,379,0
cpdag_discovered,original,200,380,0
cpdag_discovered,original,200,381,0
cpdag_discovered,original,200,382,0
cpdag_discovered,original,200,383,0
cpdag_discovered,original,200,384,0
cpdag_discovered,original,200,385,0
cpdag_discovered,original,200,386,0
cpdag_discovered,original,200,387,2
cpdag_discovered,original,200,388,0
cpdag_discovered,original,200,390,0
cpdag_discovered,original,200,391,0
cpdag_discovered,original,200,392,0
cpdag_discovered,original,200,393,0
cpdag_discovered,original,200,394,0
cpdag_discovered,original,200,395,0
cpdag_discovered,original,200,396,0
cpdag_discovered,original,200,397,0
cpdag_discovered,original,200,398,0
cpdag_discovered,original,200,399,0
cpdag_discovered,original,200,400,0
cpdag_discovered,original,200,401,0
cpdag_discovered,original,200,402,2
cpdag_discovered,original,200,403,0
cpdag_discovered,original,200,404,0
cpdag_discovered,original,200,405,0
cpdag_discovered,original,200,406,0
cpdag_discovered,original,200,407,0
cpdag_discovered,original,200,408,0
cpdag_discovered,original,200,409,0
cpdag_discovered,original,200,410,0
cpdag_discovered,original,200,411,2
cpdag_discovered,original,200,412,0
cpdag_discovered,original,200,413,0
cpdag_discovered,original,200,414,0
cpdag_discovered,original,200,415,0
cpdag_discovered,original,200,416,0
cpdag_discovered,original,200,417,0
cpdag_discovered,original,200,418,0
cpdag_discovered,original,200,419,0
cpdag_discovered,original,200,420,2
cpdag_discovered,original,200,421,0
cpdag_discovered,original,200,422,0
cpdag_discovered,original,200,423,0
cpdag_discovered,original,200,424,0
cpdag_discovered,original,200,425,0
cpdag_discovered,original,200,426,0
cpdag_discovered,original,200,427,0
cpdag_discovered,original,200,428,0
cpdag_discovered,original,200,429,0
cpdag_discovered,original,200,430,0
cpdag_discovered,original,200,431,0
cpdag_discovered,original,200,432,0
cpdag_discovered,original,200,433,0
cpdag_discovered,original,200,434,0
cpdag_discovered,original,200,435,0
cpdag_discovered,original,200,436,0
cpdag_discovered,original,200,437,0
cpdag_discovered,original,200,438,0
cpdag_discovered,original,200,439,0
cpdag_discovered,original,200,440,0
cpdag_discovered,original,200,441,0
cpdag_discovered,original,200,442,0
cpdag_discovered,original,200,443,0
cpdag_discovered,original,200,444,0
cpdag_discovered,original,200,445,0
cpdag_discovered,original,200,446,2
cpdag_discovered,original,200,447,0
cpdag_discovered,original,200,448,0
cpdag_discovered,original,200,449,0
cpdag_discovered,original,200,450,0
cpdag_discovered,original,200,451,0
cpdag_discovered,original,200,452,0
cpdag_discovered,original,200,453,0
cpdag_discovered,original,200,454,0
cpdag_discovered,original,200,455,0
cpdag_discovered,original,200,456,2
cpdag_discovered,original,200,457,2
cpdag_discovered,original,200,458,0
cpdag_discovered,original,200,459,0
cpdag_discovered,original,200,460,0
dag,topological,500,480,3
dag,topological,500,481,3
dag,topological,500,482,3
dag,topological,500,483,3
dag,topological,500,484,3
dag,topological,500,485,3
dag,topological,500,486,3
dag,topological,500,487,3
dag,topological,500,488,3
dag,topological,500,489,3
dag,topological,500,490,3
dag,topological,500,491,3
dag,topological,500,492,3
dag,topological,500,493,3
dag,topological,500,494,3
dag,topological,500,495,3
dag,topological,500,496,3
dag,topological,500,497,3
dag,topological,500,498,3
dag,topological,500,499,3
dag,topological,500,500,3
dag,topological,500,501,3
dag,topological,500,502,3
dag,topological,500,503,3
dag,topological,500,504,3
dag,topological,500,505,3
dag,topological,500,506,3
dag,topological,500,507,3
dag,topological,500,508,3
dag,topological,500,509,3
dag,topological,500,510,3
dag,topological,500,511,3
dag,topological,500,512,3
dag,topological,500,513,3
dag,topological,500,514,3
dag,topological,500,515,3
dag,topological,500,516,3
dag,topological,500,517,3
dag,topological,500,518,3
dag,topological,500,519,3
dag,topological,500,520,3
dag,topological,500,521,3
dag,topological,500,522,3
dag,topological,500,523,3
dag,topological,500,524,3
dag,topological,500,525,3
dag,topological,500,526,3
dag,topological,500,527,3
dag,topological,500,528,3
dag,topological,500,529,3
dag,topological,500,530,3
dag,topological,500,531,3
dag,topological,500,532,3
dag,topological,500,533,3
dag,topological,500,534,3
dag,topological,500,535,3
dag,topological,500,536,3
dag,topological,500,537,3
dag,topological,500,538,3
dag,topological,500,539,3
dag,topological,500,540,3
dag,topological,500,541,3
dag,topological,500,542,3
dag,topological,500,543,3
dag,topological,500,544,3
dag,topological,500,545,3
dag,topological,500,546,3
dag,topological,500,547,3
dag,topological,500,548,3
dag,topological,500,549,3
dag,topological,500,550,3
dag,topological,500,551,3
dag,topological,500,552,3
dag,topological,500,553,3
dag,topological,500,554,3
dag,topological,500,555,3
dag,topological,500,556,3
dag,topological,500,557,3
dag,topological,500,558,3
dag,topological,500,559,3
dag,topological,500,560,3
dag,topological,500,561,3
dag,topological,500,562,3
dag,topological,500,563,3
dag,topological,500,564,3
dag,topological,500,565,3
dag,topological,500,566,3
dag,topological,500,567,3
dag,topological,500,568,3
dag,topological,500,569,3
dag,topological,500,570,3
dag,topological,500,571,3
dag,topological,500,572,3
dag,topological,500,573,3
dag,topological,500,574,3
dag,topological,500,575,3
dag,topological,500,576,3
dag,topological,500,577,3
dag,topological,500,578,3
dag,topological,500,580,3
cpdag_minimal,original,500,480,2
cpdag_minimal,original,500,481,2
cpdag_minimal,original,500,482,2
cpdag_minimal,original,500,483,2
cpdag_minimal,original,500,484,2
cpdag_minimal,original,500,485,2
cpdag_minimal,original,500,486,2
cpdag_minimal,original,500,487,2
cpdag_minimal,original,500,488,2
cpdag_minimal,original,500,489,2
cpdag_minimal,original,500,490,2
cpdag_minimal,original,500,491,2
cpdag_minimal,original,500,492,2
cpdag_minimal,original,500,493,2
cpdag_minimal,original,500,494,2
cpdag_minimal,original,500,495,2
cpdag_minimal,original,500,496,2
cpdag_minimal,original,500,497,2
cpdag_minimal,original,500,498,2
cpdag_minimal,original,500,499,2
cpdag_minimal,original,500,500,2
cpdag_minimal,original,500,501,2
cpdag_minimal,original,500,502,2
cpdag_minimal,original,500,503,2
cpdag_minimal,original,500,504,2
cpdag_minimal,original,500,505,2
cpdag_minimal,original,500,506,2
cpdag_minimal,original,500,507,2
cpdag_minimal,original,500,508,2
cpdag_minimal,original,500,509,2
cpdag_minimal,original,500,510,2
cpdag_minimal,original,500,511,2
cpdag_minimal,original,500,512,2
cpdag_minimal,original,500,513,2
cpdag_minimal,original,500,514,2
cpdag_minimal,original,500,515,2
cpdag_minimal,original,500,516,2
cpdag_minimal,original,500,517,2
cpdag_minimal,original,500,518,2
cpdag_minimal,original,500,519,2
cpdag_minimal,original,500,520,2
cpdag_minimal,original,500,521,2
cpdag_minimal,original,500,522,2
cpdag_minimal,original,500,523,2
cpdag_minimal,original,500,524,2
cpdag_minimal,original,500,525,2
cpdag_minimal,original,500,526,2
cpdag_minimal,original,500,527,2
cpdag_minimal,original,500,528,2
cpdag_minimal,original,500,529,2
cpdag_minimal,original,500,530,2
cpdag_minimal,original,500,531,2
cpdag_minimal,original,500,532,2
cpdag_minimal,original,500,533,2
cpdag_minimal,original,500,534,2
cpdag_minimal,original,500,535,2
cpdag_minimal,original,500,536,2
cpdag_minimal,original,500,537,2
cpdag_minimal,original,500,538,2
cpdag_minimal,original,500,539,2
cpdag_minimal,original,500,540,2
cpdag_minimal,original,500,541,2
cpdag_minimal,original,500,542,2
cpdag_minimal,original,500,543,2
cpdag_minimal,original,500,544,2
cpdag_minimal,original,500,545,2
cpdag_minimal,original,500,546,2
cpdag_minimal,original,500,547,2
cpdag_minimal,original,500,548,2
cpdag_minimal,original,500,549,2
cpdag_minimal,original,500,550,2
cpdag_minimal,original,500,551,2
cpdag_minimal,original,500,552,2
cpdag_minimal,original,500,553,2
cpdag_minimal,original,500,554,2
cpdag_minimal,original,500,555,2
cpdag_minimal,original,500,556,2
cpdag_minimal,original,500,557,2
cpdag_minimal,original,500,558,2
cpdag_minimal,original,500,559,2
cpdag_minimal,original,500,560,2
cpdag_minimal,original,500,561,2
cpdag_minimal,original,500,562,2
cpdag_minimal,original,500,563,2
cpdag_minimal,original,500,564,2
cpdag_minimal,original,500,565,2
cpdag_minimal,original,500,566,2
cpdag_minimal,original,500,567,2
cpdag_minimal,original,500,568,2
cpdag_minimal,original,500,569,2
cpdag_minimal,original,500,570,2
cpdag_minimal,original,500,571,2
cpdag_minimal,original,500,572,2
cpdag_minimal,original,500,573,2
cpdag_minimal,original,500,574,2
cpdag_minimal,original,500,575,2
cpdag_minimal,original,500,576,2
cpdag_minimal,original,500,577,2
cpdag_minimal,original,500,578,2
cpdag_minimal,original,500,580,2
cpdag_discovered,original,500,480,0
cpdag_discovered,original,500,481,0
cpdag_discovered,original,500,482,0
cpdag_discovered,original,500,483,0
cpdag_discovered,original,500,484,0
cpdag_discovered,original,500,485,0
cpdag_discovered,original,500,486,0
cpdag_discovered,original,500,487,0
cpdag_discovered,original,500,488,0
cpdag_discovered,original,500,489,0
cpdag_discovered,original,500,490,0
cpdag_discovered,original,500,491,2
cpdag_discovered,original,500,492,0
cpdag_discovered,original,500,493,0
cpdag_discovered,original,500,494,2
cpdag_discovered,original,500,495,0
cpdag_discovered,original,500,496,0
cpdag_discovered,original,500,497,0
cpdag_discovered,original,500,498,0
cpdag_discovered,original,500,499,0
cpdag_discovered,original,500,500,0
cpdag_discovered,original,500,501,2
cpdag_discovered,original,500,502,0
cpdag_discovered,original,500,503,0
cpdag_discovered,original,500,504,0
cpdag_discovered,original,500,505,0
cpdag_discovered,original,500,506,0
cpdag_discovered,original,500,507,0
cpdag_discovered,original,500,508,2
cpdag_discovered,original,500,509,0
cpdag_discovered,original,500,510,0
cpdag_discovered,original,500,511,0
cpdag_discovered,original,500,512,0
cpdag_discovered,original,500,513,0
cpdag_discovered,original,500,514,0
cpdag_discovered,original,500,515,0
cpdag_discovered,original,500,516,0
cpdag_discovered,original,500,517,0
cpdag_discovered,original,500,518,0
cpdag_discovered,original,500,519,2
cpdag_discovered,original,500,520,0
cpdag_discovered,original,500,521,0
cpdag_discovered,original,500,522,0
cpdag_discovered,original,500,523,0
cpdag_discovered,original,500,524,0
cpdag_discovered,original,500,525,0
cpdag_discovered,original,500,526,0
cpdag_discovered,original,500,527,0
cpdag_discovered,original,500,528,2
cpdag_discovered,original,500,529,0
cpdag_discovered,original,500,530,0
cpdag_discovered,original,500,531,0
cpdag_discovered,original,500,532,0
cpdag_discovered,original,500,533,0
cpdag_discovered,original,500,534,0
cpdag_discovered,original,500,535,0
cpdag_discovered,original,500,536,0
cpdag_discovered,original,500,537,0
cpdag_discovered,original,500,538,0
cpdag_discovered,original,500,539,0
cpdag_discovered,original,500,540,0
cpdag_discovered,original,500,541,0
cpdag_discovered,original,500,542,0
cpdag_discovered,original,500,543,0
cpdag_discovered,original,500,544,0
cpdag_discovered,original,500,545,0
cpdag_discovered,original,500,546,2
cpdag_discovered,original,500,547,0
cpdag_discovered,original,500,548,0
cpdag_discovered,original,500,549,0
cpdag_discovered,original,500,550,0
cpdag_discovered,original,500,551,0
cpdag_discovered,original,500,552,0
cpdag_discovered,original,500,553,0
cpdag_discovered,original,500,554,0
cpdag_discovered,original,500,555,0
cpdag_discovered,original,500,556,0
cpdag_discovered,original,500,557,0
cpdag_discovered,original,500,558,0
cpdag_discovered,original,500,559,0
cpdag_discovered,original,500,560,0
cpdag_discovered,original,500,561,0
cpdag_discovered,original,500,562,0
cpdag_discovered,original,500,563,0
cpdag_discovered,original,500,564,0
cpdag_discovered,original,500,565,0
cpdag_discovered,original,500,566,0
cpdag_discovered,original,500,567,0
cpdag_discovered,original,500,568,0
cpdag_discovered,original,500,569,0
cpdag_discovered,original,500,570,0
cpdag_discovered,original,500,571,0
cpdag_discovered,original,500,572,0
cpdag_discovered,original,500,573,0
cpdag_discovered,original,500,574,0
cpdag_discovered,original,500,575,0
cpdag_discovered,original,500,576,0
cpdag_discovered,original,500,577,0
cpdag_discovered,original,500,578,2
cpdag_discovered,original,500,580,2
