algorithm,column_order,train_size,seed,corr_X0_X3,corr_X0_X2,synthetic_npz,graph_structure
cpdag_minimal,original,50,139,0.014079843647778034,0.012389480136334896,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s139.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,140,0.0036109299398958683,0.004680643789470196,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s140.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,141,0.004693794064223766,0.006529063452035189,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s141.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,142,-0.019479112699627876,-0.017147595062851906,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s142.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,143,0.031696759164333344,0.03221019729971886,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s143.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,144,-0.027595549821853638,-0.025466134771704674,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s144.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,145,0.03231196478009224,0.024475177749991417,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s145.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,146,-0.03749677166342735,-0.034515514969825745,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s146.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,147,-0.0089358976110816,-0.010292227379977703,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s147.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,148,0.0020804416853934526,0.00250380951911211,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s148.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,149,-0.013240491971373558,-0.012685179710388184,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s149.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,150,0.015415300615131855,0.01843278668820858,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s150.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,151,-0.049338970333337784,-0.04471610113978386,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s151.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,152,0.003908592741936445,0.004473626613616943,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s152.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,153,0.03799347206950188,0.03738032653927803,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s153.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,154,-0.02788984216749668,-0.02875182218849659,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s154.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,155,0.025866946205496788,0.030627788975834846,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s155.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,156,0.043834883719682693,0.040383707731962204,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s156.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,157,0.003879948053508997,0.00042015593498945236,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s157.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,158,0.0215354785323143,0.030556123703718185,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s158.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,159,-0.03886541724205017,-0.0372699536383152,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s159.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,160,-0.016651082783937454,-0.014967371709644794,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s160.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,161,0.005315031390637159,0.0031966015230864286,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s161.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,162,0.05869707092642784,0.057127196341753006,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s162.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,163,0.02254929021000862,0.025671271607279778,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s163.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,164,-0.04405364394187927,-0.03884037956595421,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s164.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,165,-0.012987548485398293,-0.012266977690160275,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s165.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,166,0.026270102709531784,0.024476615712046623,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s166.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,167,-0.015024988912045956,-0.011126633733510971,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s167.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,168,0.02525634691119194,0.02546411007642746,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s168.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,169,0.013920474797487259,0.011614118702709675,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s169.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,170,0.00891607441008091,0.012355535291135311,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s170.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,171,-0.008718164637684822,-0.004148490261286497,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s171.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,172,-0.017514420673251152,-0.018305623903870583,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s172.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,173,0.03196290507912636,0.033221904188394547,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s173.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,174,0.01429895032197237,0.010551449842751026,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s174.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,175,-0.0495680533349514,-0.05034775659441948,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s175.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,176,-0.0043649738654494286,-0.0055958861485123634,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s176.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,177,-0.01670355722308159,-0.011887982487678528,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s177.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,178,0.02088281139731407,0.017589494585990906,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s178.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,179,0.010826482437551022,0.005435605067759752,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s179.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,180,0.014585019089281559,0.018087424337863922,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s180.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,181,0.000445621699327603,0.0030004249420017004,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s181.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,182,0.001427393057383597,0.008280644193291664,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s182.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,184,-0.024139733985066414,-0.023048672825098038,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s184.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,185,-0.01200603973120451,-0.010306842625141144,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s185.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,186,0.013302598148584366,0.014974189922213554,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s186.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,187,-0.034725964069366455,-0.03798298537731171,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s187.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,188,-0.0009242374799214303,-0.00045831414172425866,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s188.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,189,0.023733913898468018,0.026044871658086777,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s189.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,190,-0.008348851464688778,-0.003365109907463193,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s190.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,191,-0.014940937049686909,-0.009297963231801987,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s191.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,192,0.015777720138430595,0.01711021549999714,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s192.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,193,0.043710581958293915,0.04342056065797806,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s193.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,194,0.01112251728773117,0.013115414418280125,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s194.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,195,0.022645074874162674,0.021053625270724297,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s195.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,196,-0.026960479095578194,-0.024077266454696655,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s196.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,197,-0.013672706671059132,-0.010371873155236244,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s197.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,198,-0.028088131919503212,-0.027497626841068268,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s198.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,199,0.0389692559838295,0.041330937296152115,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s199.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,200,-0.033429328352212906,-0.027874739840626717,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s200.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,202,0.01806623488664627,0.01863292045891285,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s202.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,203,-0.0061524370685219765,-0.004994776099920273,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s203.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,204,0.020612351596355438,0.02394491247832775,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s204.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,205,-0.021820833906531334,-0.01642228104174137,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s205.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
cpdag_minimal,original,50,206,-0.006668477784842253,-0.006685842759907246,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_cpdag_minimal_original_ts50_s206.npz,"{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}"
